0.36,1,0.0036,,mean,0.4989
0.37,1,0.0037,,,
0.41,3,0.0123,,,
0.42,1,0.0042,,,
0.43,6,0.0258,,,
0.44,2,0.0088,,,
0.45,5,0.0225,,,
0.46,7,0.0322,,,
0.47,5,0.0235,,,
0.48,12,0.0576,,,
0.49,8,0.0392,,,
0.5,6,0.03,,,
0.51,6,0.0306,,,
0.52,7,0.0364,,,
0.53,6,0.0318,,,
0.54,4,0.0216,,,
0.55,7,0.0385,,,
0.56,2,0.0112,,,
0.57,3,0.0171,,,
0.58,2,0.0116,,,
0.59,1,0.0059,,,
0.6,2,0.012,,,
0.61,1,0.0061,,,
0.62,1,0.0062,,,
0.65,1,0.0065,,,
