0.2,2,0.004,0.0019845,mean,0.515
0.3,14,0.042,0.0064715,SE,0.139552857
0.4,17,0.068,0.00224825,MoE,0.279105715
0.5,19,0.095,4.275E-05,min,0.235894285
0.6,32,0.192,0.002312,max,0.794105715
0.7,14,0.098,0.0047915,,
0.8,2,0.016,0.0016245,,
