1.32,1
1.43,1
1.45,1
1.46,1
1.47,1
1.48,1
1.49,2
1.5,1
1.51,1
1.52,4
1.53,2
1.54,3
1.55,4
1.56,1
1.57,8
1.58,6
1.59,3
1.6,1
1.61,7
1.62,3
1.63,4
1.64,4
1.65,8
1.66,2
1.67,3
1.68,4
1.69,2
1.7,3
1.71,2
1.72,1
1.73,1
1.74,1
1.75,6
1.76,2
1.78,2
1.81,1
1.82,2
