0.16,1
0.18,3
0.19,4
0.2,4
0.21,6
0.22,4
0.23,5
0.24,7
0.25,7
0.26,5
0.27,16
0.28,6
0.29,9
0.3,6
0.31,3
0.32,6
0.33,2
0.34,2
0.35,1
0.36,2
0.37,1
