100,1,1
102,3,3.06
104,2,2.08
106,2,2.12
107,3,3.21
108,5,5.4
109,5,5.45
110,7,7.7
111,9,9.99
112,13,14.56
113,6,6.78
114,7,7.98
115,6,6.9
116,7,8.12
117,7,8.19
118,6,7.08
119,5,5.95
120,1,1.2
122,1,1.22
123,1,1.23
124,1,1.24
126,1,1.26
128,1,1.28
,,108.94
