0.000000000000000000e+00,4.364932156170872046e-01
7.007007007007007293e-02,4.359325340822433614e-01
1.401401401401401459e-01,4.353725727505373677e-01
2.102102102102102188e-01,4.348133306968582912e-01
2.802802802802802917e-01,4.342548069972836933e-01
3.503503503503503369e-01,4.336970007290778528e-01
4.204204204204204376e-01,4.331399109706902117e-01
4.904904904904905383e-01,4.325835368017542093e-01
5.605605605605605835e-01,4.320278773030852837e-01
6.306306306306306286e-01,4.314729315566797063e-01
7.007007007007006738e-01,4.309186986457127500e-01
7.707707707707708300e-01,4.303651776545376340e-01
8.408408408408408752e-01,4.298123676686835815e-01
9.109109109109109204e-01,4.292602677748544870e-01
9.809809809809810766e-01,4.287088770609272514e-01
1.051051051051051122e+00,4.281581946159507268e-01
1.121121121121121167e+00,4.276082195301436073e-01
1.191191191191191212e+00,4.270589508948933188e-01
1.261261261261261257e+00,4.265103878027544648e-01
1.331331331331331302e+00,4.259625293474472163e-01
1.401401401401401348e+00,4.254153746238558131e-01
1.471471471471471615e+00,4.248689227280272318e-01
1.541541541541541660e+00,4.243231727571695755e-01
1.611611611611611705e+00,4.237781238096505754e-01
1.681681681681681750e+00,4.232337749849960362e-01
1.751751751751751796e+00,4.226901253838885597e-01
1.821821821821821841e+00,4.221471741081659346e-01
1.891891891891891886e+00,4.216049202608196378e-01
1.961961961961962153e+00,4.210633629459931693e-01
2.032032032032032198e+00,4.205225012689811082e-01
2.102102102102102243e+00,4.199823343362270034e-01
2.172172172172172289e+00,4.194428612553223190e-01
2.242242242242242334e+00,4.189040811350048799e-01
2.312312312312312379e+00,4.183659930851572617e-01
2.382382382382382424e+00,4.178285962168054590e-01
2.452452452452452469e+00,4.172918896421172752e-01
2.522522522522522515e+00,4.167558724744009901e-01
2.592592592592592560e+00,4.162205438281040282e-01
2.662662662662662605e+00,4.156859028188110150e-01
2.732732732732732650e+00,4.151519485632427786e-01
2.802802802802802695e+00,4.146186801792547949e-01
2.872872872872873184e+00,4.140860967858355224e-01
2.942942942942943230e+00,4.135541975031052919e-01
3.013013013013013275e+00,4.130229814523143084e-01
3.083083083083083320e+00,4.124924477558419289e-01
3.153153153153153365e+00,4.119625955371945536e-01
3.223223223223223410e+00,4.114334239210046262e-01
3.293293293293293456e+00,4.109049320330288579e-01
3.363363363363363501e+00,4.103771190001470615e-01
3.433433433433433546e+00,4.098499839503605413e-01
3.503503503503503591e+00,4.093235260127907615e-01
3.573573573573573636e+00,4.087977443176775694e-01
3.643643643643643681e+00,4.082726379963784180e-01
3.713713713713713727e+00,4.077482061813663128e-01
3.783783783783783772e+00,4.072244480062286454e-01
3.853853853853853817e+00,4.067013626056656950e-01
3.923923923923924306e+00,4.061789491154892962e-01
3.993993993993994351e+00,4.056572066726214509e-01
4.064064064064064397e+00,4.051361344150924970e-01
4.134134134134134442e+00,4.046157314820402195e-01
4.204204204204204487e+00,4.040959970137081303e-01
4.274274274274274532e+00,4.035769301514441354e-01
4.344344344344344577e+00,4.030585300376989810e-01
4.414414414414414622e+00,4.025407958160251432e-01
4.484484484484484668e+00,4.020237266310750512e-01
4.554554554554554713e+00,4.015073216285998114e-01
4.624624624624624758e+00,4.009915799554480964e-01
4.694694694694694803e+00,4.004765007595640913e-01
4.764764764764764848e+00,3.999620831899867168e-01
4.834834834834834894e+00,3.994483263968478526e-01
4.904904904904904939e+00,3.989352295313711161e-01
4.974974974974974984e+00,3.984227917458703638e-01
5.045045045045045029e+00,3.979110121937483036e-01
5.115115115115115074e+00,3.973998900294951064e-01
5.185185185185185119e+00,3.968894244086869638e-01
5.255255255255255165e+00,3.963796144879849215e-01
5.325325325325325210e+00,3.958704594251330477e-01
5.395395395395395255e+00,3.953619583789574898e-01
5.465465465465465300e+00,3.948541105093648640e-01
5.535535535535535345e+00,3.943469149773408122e-01
5.605605605605605390e+00,3.938403709449488921e-01
5.675675675675676324e+00,3.933344775753286893e-01
5.745745745745746369e+00,3.928292340326950405e-01
5.815815815815816414e+00,3.923246394823362015e-01
5.885885885885886459e+00,3.918206930906127927e-01
5.955955955955956505e+00,3.913173940249559668e-01
6.026026026026026550e+00,3.908147414538665210e-01
6.096096096096096595e+00,3.903127345469135090e-01
6.166166166166166640e+00,3.898113724747321873e-01
6.236236236236236685e+00,3.893106544090236265e-01
6.306306306306306730e+00,3.888105795225525463e-01
6.376376376376376776e+00,3.883111469891464274e-01
6.446446446446446821e+00,3.878123559836939571e-01
6.516516516516516866e+00,3.873142056821435308e-01
6.586586586586586911e+00,3.868166952615023635e-01
6.656656656656656956e+00,3.863198238998344913e-01
6.726726726726727001e+00,3.858235907762600503e-01
6.796796796796797047e+00,3.853279950709532220e-01
6.866866866866867092e+00,3.848330359651415677e-01
6.936936936936937137e+00,3.843387126411043075e-01
7.007007007007007182e+00,3.838450242821710434e-01
7.077077077077077227e+00,3.833519700727203161e-01
7.147147147147147273e+00,3.828595491981783838e-01
7.217217217217217318e+00,3.823677608450178900e-01
7.287287287287287363e+00,3.818766042007564754e-01
7.357357357357357408e+00,3.813860784539552240e-01
7.427427427427427453e+00,3.808961827942178857e-01
7.497497497497497498e+00,3.804069164121887670e-01
7.567567567567567544e+00,3.799182784995521200e-01
7.637637637637637589e+00,3.794302682490303669e-01
7.707707707707707634e+00,3.789428848543828221e-01
7.777777777777777679e+00,3.784561275104045830e-01
7.847847847847848612e+00,3.779699954129248640e-01
7.917917917917918658e+00,3.774844877588060532e-01
7.987987987987988703e+00,3.769996037459419913e-01
8.058058058058058748e+00,3.765153425732569725e-01
8.128128128128128793e+00,3.760317034407041903e-01
8.198198198198198838e+00,3.755486855492645715e-01
8.268268268268268884e+00,3.750662881009453331e-01
8.338338338338338929e+00,3.745845102987787612e-01
8.408408408408408974e+00,3.741033513468208782e-01
8.478478478478479019e+00,3.736228104501500558e-01
8.548548548548549064e+00,3.731428868148658484e-01
8.618618618618619109e+00,3.726635796480874951e-01
8.688688688688689155e+00,3.721848881579526425e-01
8.758758758758759200e+00,3.717068115536162898e-01
8.828828828828829245e+00,3.712293490452491240e-01
8.898898898898899290e+00,3.707524998440364650e-01
8.968968968968969335e+00,3.702762631621767664e-01
9.039039039039039380e+00,3.698006382128805614e-01
9.109109109109109426e+00,3.693256242103689635e-01
9.179179179179179471e+00,3.688512203698724456e-01
9.249249249249249516e+00,3.683774259076295632e-01
9.319319319319319561e+00,3.679042400408853997e-01
9.389389389389389606e+00,3.674316619878907897e-01
9.459459459459459651e+00,3.669596909679005980e-01
9.529529529529529697e+00,3.664883262011726095e-01
9.599599599599599742e+00,3.660175669089661410e-01
9.669669669669669787e+00,3.655474123135409315e-01
9.739739739739739832e+00,3.650778616381555319e-01
9.809809809809809877e+00,3.646089141070664175e-01
9.879879879879879923e+00,3.641405689455264327e-01
9.949949949949949968e+00,3.636728253797836263e-01
1.002002002002002001e+01,3.632056826370799185e-01
1.009009009009009006e+01,3.627391399456498799e-01
1.016016016016016010e+01,3.622731965347193439e-01
1.023023023023023015e+01,3.618078516345042961e-01
1.030030030030030019e+01,3.613431044762095423e-01
1.037037037037037024e+01,3.608789542920273763e-01
1.044044044044044028e+01,3.604154003151362473e-01
1.051051051051051033e+01,3.599524417796997611e-01
1.058058058058058037e+01,3.594900779208652364e-01
1.065065065065065042e+01,3.590283079747622619e-01
1.072072072072072046e+01,3.585671311785019189e-01
1.079079079079079051e+01,3.581065467701750049e-01
1.086086086086086056e+01,3.576465539888510903e-01
1.093093093093093060e+01,3.571871520745771300e-01
1.100100100100100065e+01,3.567283402683763538e-01
