0.75,1
0.79,1
0.8,5
0.81,3
0.82,7
0.83,4
0.84,3
0.85,8
0.86,8
0.87,10
0.88,9
0.89,13
0.9,8
0.91,6
0.92,8
0.93,3
0.94,2
0.95,1
